Nr	Kurskod	Version	Kursplan sve	Kursplan sve_link0	Kursplan eng	Kursplan eng_link0	Json	Json_link0
79	BI0276	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0276&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0276&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0276&ver=1&sprak=sv
80	BI0277	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0277&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0277&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0277&ver=1&sprak=sv
81	BI0278	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0278&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0278&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0278&ver=1&sprak=sv
82	BI0281	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0281&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0281&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0281&ver=1&sprak=sv
83	BI0282	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0282&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0282&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0282&ver=1&sprak=sv
84	BI0285	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0285&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0285&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0285&ver=1&sprak=sv
85	BI0290	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0290&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0290&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0290&ver=1&sprak=sv
86	BI0292	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0292&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0292&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0292&ver=1&sprak=sv
87	BI0293	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0293&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0293&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0293&ver=1&sprak=sv
88	BI0295	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0295&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0295&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0295&ver=1&sprak=sv
89	BI0297	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0297&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0297&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0297&ver=1&sprak=sv
90	BI0298	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0298&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0298&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0298&ver=1&sprak=sv
91	BI0315	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0315&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0315&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0315&ver=1&sprak=sv
92	BI0319	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0319&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0319&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0319&ver=1&sprak=sv
93	BI0329	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0329&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0329&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0329&ver=1&sprak=sv
94	BI0331	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0331&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0331&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0331&ver=1&sprak=sv
95	BI0333	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0333&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0333&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0333&ver=1&sprak=sv
96	BI0347	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0347&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0347&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0347&ver=1&sprak=sv
97	BI0348	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0348&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0348&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0348&ver=1&sprak=sv
98	BI0349	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0349&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0349&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0349&ver=1&sprak=sv
99	BI0350	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0350&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0350&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0350&ver=1&sprak=sv
100	BI0351	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0351&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0351&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0351&ver=1&sprak=sv
101	BI0353	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0353&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0353&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0353&ver=1&sprak=sv
102	BI0354	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0354&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0354&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0354&ver=1&sprak=sv
103	BI0355	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0355&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0355&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0355&ver=1&sprak=sv
104	BI0356	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0356&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0356&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0356&ver=1&sprak=sv
105	BI0363	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0363&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0363&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0363&ver=1&sprak=sv
106	BI0364	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0364&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0364&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0364&ver=1&sprak=sv
107	BI0365	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0365&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0365&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0365&ver=1&sprak=sv
108	BI0368	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0368&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0368&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0368&ver=1&sprak=sv
109	BI0369	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0369&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0369&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0369&ver=1&sprak=sv
110	BI0370	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0370&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0370&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0370&ver=1&sprak=sv
111	BI0371	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0371&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0371&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0371&ver=1&sprak=sv
112	BI0372	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0372&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0372&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0372&ver=1&sprak=sv
113	BI0373	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0373&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0373&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0373&ver=1&sprak=sv
114	BI0374	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0374&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0374&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0374&ver=1&sprak=sv
115	BI0375	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0375&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0375&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0375&ver=1&sprak=sv
116	BI0376	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0376&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0376&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0376&ver=1&sprak=sv
117	BI0377	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0377&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0377&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0377&ver=1&sprak=sv
118	BI0378	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0378&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0378&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0378&ver=1&sprak=sv
119	BI0379	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0379&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0379&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0379&ver=1&sprak=sv
120	BI0380	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0380&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0380&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0380&ver=1&sprak=sv
121	BI0381	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0381&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0381&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0381&ver=1&sprak=sv
122	BI0382	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0382&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0382&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0382&ver=1&sprak=sv
123	BI0383	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0383&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0383&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0383&ver=1&sprak=sv
124	BI0384	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0384&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0384&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0384&ver=1&sprak=sv
125	BI0385	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0385&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0385&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0385&ver=1&sprak=sv
126	BI0386	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0386&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0386&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0386&ver=1&sprak=sv
127	BI0387	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0387&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0387&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0387&ver=1&sprak=sv
128	BI0388	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0388&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0388&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0388&ver=1&sprak=sv
129	BI0389	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0389&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0389&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0389&ver=1&sprak=sv
130	BI0390	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0390&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0390&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0390&ver=1&sprak=sv
131	BI0391	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0391&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0391&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0391&ver=1&sprak=sv
132	BI0392	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0392&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0392&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0392&ver=1&sprak=sv
133	BI0396	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0396&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0396&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0396&ver=1&sprak=sv
134	BI0398	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0398&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0398&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0398&ver=1&sprak=sv
135	BI0399	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0399&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0399&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0399&ver=1&sprak=sv
136	BI0400	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0400&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0400&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0400&ver=1&sprak=sv
137	BI0401	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0401&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0401&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0401&ver=1&sprak=sv
138	BI0402	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0402&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0402&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0402&ver=1&sprak=sv
139	BI0403	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0403&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0403&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0403&ver=1&sprak=sv
140	BI0404	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0404&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0404&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0404&ver=1&sprak=sv
141	BI0405	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0405&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0405&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0405&ver=1&sprak=sv
142	BI0406	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0406&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0406&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0406&ver=1&sprak=sv
143	BI0407	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0407&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0407&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0407&ver=1&sprak=sv
144	BI0408	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0408&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0408&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0408&ver=1&sprak=sv
145	BI0409	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0409&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0409&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0409&ver=1&sprak=sv
146	BI0410	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0410&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0410&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0410&ver=1&sprak=sv
147	BI0411	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0411&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0411&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0411&ver=1&sprak=sv
148	BI0412	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0412&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0412&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0412&ver=1&sprak=sv
149	BI0413	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0413&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0413&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0413&ver=1&sprak=sv
150	BI0414	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0414&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0414&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0414&ver=1&sprak=sv
151	BI0415	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0415&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0415&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0415&ver=1&sprak=sv
152	BI0416	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0416&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0416&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0416&ver=1&sprak=sv
153	BI0417	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0417&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0417&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0417&ver=1&sprak=sv
154	BI0418	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0418&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0418&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0418&ver=1&sprak=sv
155	BI0419	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0419&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0419&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0419&ver=1&sprak=sv
156	BI0420	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0420&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0420&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0420&ver=1&sprak=sv
157	BI0421	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0421&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=BI0421&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=BI0421&ver=1&sprak=sv
