enhet	anmkod	Kurskod	Benamning	Enhetsnamn
638	40120.0607	FÖ0187	Marknadsundersökningar och marknadsföringskampanjer	Institutionen för människa och samhälle
638	40120.1112	LP0510	Hälsoträdgårdar, innehåll och utformning	Institutionen för människa och samhälle
638	40121.1112	LP0539	Trädgårdsterapi, fortsättningskurs	Institutionen för människa och samhälle
638	40123.0506	FÖ0187	Marknadsundersökningar och marknadsföringskampanjer	Institutionen för människa och samhälle
638	40108.1213	LB0065	Scientific Methods, Tools and Thesis Writing	Institutionen för människa och samhälle
638	40110.1213	EX0356	Examensarbete inom Affärsledarskap	Institutionen för människa och samhälle
638	40111.1213	LP0588	Hälsoträdgårdar, innehåll och utformning	Institutionen för människa och samhälle
638	40112.1011	EX0356	Examensarbete inom Affärsledarskap	Institutionen för människa och samhälle
638	40112.1213	FÖ0355	Marknadsundersökning och kampanjplanering	Institutionen för människa och samhälle
638	40113.1011	LB0058	Scientific Methods, Tools and Thesis Writing	Institutionen för människa och samhälle
638	40115.1011	LP0539	Trädgårdsterapi, fortsättningskurs	Institutionen för människa och samhälle
638	40100.0506	FÖ0127	Ledarskap och organisation	Institutionen för människa och samhälle
638	40100.0809	EX0356	Examensarbete inom Affärsledarskap	Institutionen för människa och samhälle
638	40101.0506	FÖ0130	Diplomeringsprojekt	Institutionen för människa och samhälle
638	40101.0607	FÖ0127	Ledarskap och organisation	Institutionen för människa och samhälle
638	40101.0809	FÖ0286	Multientreprenörskap - varumärkesmarknadsföring	Institutionen för människa och samhälle
638	40102.0607	FÖ0130	Diplomeringsprojekt	Institutionen för människa och samhälle
638	40034.0405	FÖ0127	Ledarskap och organisation	Institutionen för människa och samhälle
638	40035.0405	FÖ0130	Diplomeringsprojekt	Institutionen för människa och samhälle
638	40037.0708	EX0253	Landskapsarkitekturens miljöpsykologi - examensuppsats	Institutionen för människa och samhälle
638	40038.0708	EX0286	Examensarbete inom Affärsledarskap	Institutionen för människa och samhälle
638	40015.0910	EX0356	Examensarbete inom Affärsledarskap	Institutionen för människa och samhälle
638	40016.0910	FÖ0286	Multientreprenörskap - varumärkesmarknadsföring	Institutionen för människa och samhälle
638	36007.0304	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	36009.0304	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	36012.0001	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	36012.0102	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	36012.9900	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	36013.0203	ÖÄ0290	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	36014.0203	ÖÄ0291	Organisationsteori	Institutionen för människa och samhälle
638	36015.0304	ÖÄ0290	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	36016.0304	ÖÄ0291	Organisationsteori	Institutionen för människa och samhälle
638	36017.0203	ÖÄ0300	Arbete och hälsa	Institutionen för människa och samhälle
638	36018.0304	ÖÄ0300	Arbete och hälsa	Institutionen för människa och samhälle
638	36002.0001	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	36002.0304	FÖ0126	Ekonomistyrning med finansiella placeringar	Institutionen för människa och samhälle
638	36002.9900	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	36003.0304	FÖ0131	Relationsmarknadsföring och kommunikation	Institutionen för människa och samhälle
638	36004.0203	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	36006.0102	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	36006.0203	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	30340.1011	UU0061	Affärsutveckling, turism och entreprenörskap på landsbygden (uppdragsutbildning)	Institutionen för människa och samhälle
638	30364.1011	IN0844	Individuell kurs, Självständigt arbete inom företagsekonomi	Institutionen för människa och samhälle
638	30365.1011	IN0844	Individuell kurs, Självständigt arbete inom företagsekonomi	Institutionen för människa och samhälle
638	30320.0809	UU0033	Affärsutveckling och entreprenörskap på landsbygden (uppdragsutbildning)	Institutionen för människa och samhälle
638	30334.0910	LP0510	Hälsoträdgårdar, innehåll och utformning	Institutionen för människa och samhälle
638	30285.1112	LB0069	Project Management and Process Facilitation	Institutionen för människa och samhälle
638	30231.1011	TN0294	Work Science - Applied Work Science	Institutionen för människa och samhälle
638	30231.1112	TN0294	Work Science - Applied Work Science	Institutionen för människa och samhälle
638	30215.1011	EX0602	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30216.1011	EX0616	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30217.1112	EX0616	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30218.1011	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30218.1112	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30219.1011	FÖ0283	Företagsekonomi tillämpad inom den agrara näringen, del 2	Institutionen för människa och samhälle
638	30219.1112	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30220.1011	FÖ0284	Företagsekonomi tillämpad inom den agrara näringen, del 3	Institutionen för människa och samhälle
638	30220.1112	FÖ0284	Företagsekonomi tillämpad inom den agrara näringen, del 3	Institutionen för människa och samhälle
638	30221.1011	FÖ0291	Affärsstrategier med service management	Institutionen för människa och samhälle
638	30221.1112	FÖ0300	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	30222.1011	FÖ0300	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	30222.1112	FÖ0367	Företagsekonomi tillämpad inom den agrara näringen, del 2	Institutionen för människa och samhälle
638	30223.1011	LB0029	Turism och upplevelser på landsbygden	Institutionen för människa och samhälle
638	30223.1112	FÖ0369	Företagsstrategiska perspektiv	Institutionen för människa och samhälle
638	30224.1011	LB0032	Arbetsvetenskap - Arbets- och ledarskapspsykologi	Institutionen för människa och samhälle
638	30225.1011	LB0057	Project Management and Process Facilitation	Institutionen för människa och samhälle
638	30226.1011	LP0511	Trädgårdsterapi, introduktionskurs	Institutionen för människa och samhälle
638	30226.1112	LP0511	Trädgårdsterapi, introduktionskurs	Institutionen för människa och samhälle
638	30227.1011	LP0518	Landskapsarkitekturens miljöpsykologi - Hälsofrämjande miljöer i vård, skola och omsorg	Institutionen för människa och samhälle
638	30227.1112	LP0518	Landskapsarkitekturens miljöpsykologi - Hälsofrämjande miljöer i vård, skola och omsorg	Institutionen för människa och samhälle
638	30228.1011	TN0291	Arbetsvetenskap - Arbete, hälsa och ledarskap	Institutionen för människa och samhälle
638	30228.1112	TN0291	Arbetsvetenskap - Arbete, hälsa och ledarskap	Institutionen för människa och samhälle
638	30229.1011	TN0292	Arbetsvetenskap - Arbete, hälsa och ledarskap	Institutionen för människa och samhälle
638	30230.1011	TN0293	Arbetsvetenskap - Tillämpad arbetsvetenskap	Institutionen för människa och samhälle
638	30230.1112	TN0293	Arbetsvetenskap - Tillämpad arbetsvetenskap	Institutionen för människa och samhälle
638	30232.1011	TN0295	Work Science - Work, Health and Leadership	Institutionen för människa och samhälle
638	30216.1112	EX0602	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30217.1011	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30185.1213	TN0291	Arbetsvetenskap - Arbete, hälsa och ledarskap	Institutionen för människa och samhälle
638	30187.1213	FÖ0382	Företagsekonomi tillämpad inom den agrara näringen, del II	Institutionen för människa och samhälle
638	30188.0809	LB0029	Turism och upplevelser på landsbygden	Institutionen för människa och samhälle
638	30189.0708	EX0289	Examensarbete för trädgårdsingenjörer	Institutionen för människa och samhälle
638	30189.1213	LB0069	Project Management and Process Facilitation	Institutionen för människa och samhälle
638	30190.0809	LK0069	People and Environment	Institutionen för människa och samhälle
638	30191.0809	LP0499	Landskapsarkitekturens miljöpsykologi - Hälsofrämjande miljöer i vård, skola och omsorg	Institutionen för människa och samhälle
638	30192.0809	LP0511	Trädgårdsterapi, introduktionskurs	Institutionen för människa och samhälle
638	30192.1213	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30193.1213	EX0625	Självständigt arbete i hållbar stadsutveckling	Institutionen för människa och samhälle
638	30194.1213	FÖ0369	Företagsstrategiska perspektiv	Institutionen för människa och samhälle
638	30195.1213	TN0293	Arbetsvetenskap - Tillämpad arbetsvetenskap	Institutionen för människa och samhälle
638	30196.1213	EX0616	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30197.1213	EX0486	Master's Thesis in Agricultural Science	Institutionen för människa och samhälle
638	30199.1213	LP0518	Landskapsarkitekturens miljöpsykologi - Hälsofrämjande miljöer i vård, skola och omsorg	Institutionen för människa och samhälle
638	30200.1213	EX0602	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30176.0809	EX0362	Examensarbete för trädgårdsingenjörer	Institutionen för människa och samhälle
638	30177.0809	FÖ0279	Affärsplattformen	Institutionen för människa och samhälle
638	30178.0607	FÖ0197	Trädgårdsnäringen och marknaden	Institutionen för människa och samhälle
638	30178.0809	FÖ0280	Affärsstrategier inriktning Hippologi	Institutionen för människa och samhälle
638	30179.0607	FÖ0206	Grundkurs i ekonomi	Institutionen för människa och samhälle
638	30179.0809	FÖ0281	Affärsstrategier med service management	Institutionen för människa och samhälle
638	30180.0809	FÖ0283	Företagsekonomi tillämpad inom den agrara näringen, del 2	Institutionen för människa och samhälle
638	30181.0809	FÖ0284	Företagsekonomi tillämpad inom den agrara näringen, del 3	Institutionen för människa och samhälle
638	30182.0809	FÖ0290	Affärsplattformen och projektledning (distans)	Institutionen för människa och samhälle
638	30183.0809	FÖ0291	Affärsstrategier med service management	Institutionen för människa och samhälle
638	30184.0809	FÖ0297	Grundkurs i ekonomi	Institutionen för människa och samhälle
638	30185.0809	FÖ0299	Landsbygdsföretagande och entreprenörskap	Institutionen för människa och samhälle
638	30187.0809	FÖ0301	Affärsplanering	Institutionen för människa och samhälle
638	30148.0607	BI0563	Marknadssegmenterade livsmedel	Institutionen för människa och samhälle
638	30164.0607	ÖÄ0300	Arbete och hälsa	Institutionen för människa och samhälle
638	30165.0506	FÖ0186	Distributionskedjor	Institutionen för människa och samhälle
638	30150.0607	FÖ0126	Ekonomistyrning med finansiella placeringar	Institutionen för människa och samhälle
638	30151.0607	FÖ0131	Relationsmarknadsföring och kommunikation	Institutionen för människa och samhälle
638	10113.1617	LK0274	Hälsoträdgårdar	Institutionen för människa och samhälle
638	30155.0607	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	30158.0607	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	30161.0607	ÖÄ0290	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	30162.0607	ÖÄ0291	Organisationsteori	Institutionen för människa och samhälle
638	30138.0506	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	30140.0506	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	30144.0506	ÖÄ0290	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	30147.0506	ÖÄ0300	Arbete och hälsa	Institutionen för människa och samhälle
638	30134.0506	FÖ0126	Ekonomistyrning med finansiella placeringar	Institutionen för människa och samhälle
638	30135.0506	FÖ0131	Relationsmarknadsföring och kommunikation	Institutionen för människa och samhälle
638	10259.1112	TN0292	Arbetsvetenskap - Arbete, hälsa och ledarskap	Institutionen för människa och samhälle
638	30085.0607	LP0419	Hälsofrämjande miljöer -teori och metod	Institutionen för människa och samhälle
638	30086.0607	LP0420	Trädgårdsterapi, introduktionskurs	Institutionen för människa och samhälle
638	30064.0910	LB0032	Arbetsvetenskap - Arbets- och ledarskapspsykologi	Institutionen för människa och samhälle
638	30066.0910	LP0511	Trädgårdsterapi, introduktionskurs	Institutionen för människa och samhälle
638	30067.0910	LP0518	Landskapsarkitekturens miljöpsykologi - Hälsofrämjande miljöer i vård, skola och omsorg	Institutionen för människa och samhälle
638	30054.0708	ÖÄ0071	Påbyggnadskurs, ekonomi	Institutionen för människa och samhälle
638	30054.0910	EX0362	Examensarbete för trädgårdsingenjörer	Institutionen för människa och samhälle
638	30055.0708	ÖÄ0228	Arbetspsykologi och ledarskap	Institutionen för människa och samhälle
638	30056.0405	ÖÄ0290	Marknadsföring, grundkurs	Institutionen för människa och samhälle
638	30056.0910	EX0525	Landskapsarkitekturens miljöpsykologi - självständigt arbete	Institutionen för människa och samhälle
638	30057.0405	ÖÄ0291	Organisationsteori	Institutionen för människa och samhälle
638	30057.0910	FÖ0283	Företagsekonomi tillämpad inom den agrara näringen, del 2	Institutionen för människa och samhälle
638	30058.0708	FÖ0267	Trädgårdsnäringen och marknaden	Institutionen för människa och samhälle
638	30058.0910	FÖ0284	Företagsekonomi tillämpad inom den agrara näringen, del 3	Institutionen för människa och samhälle
638	30059.0405	ÖÄ0300	Arbete och hälsa	Institutionen för människa och samhälle
638	30059.0910	FÖ0291	Affärsstrategier med service management	Institutionen för människa och samhälle
